 County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Tioga,49,New York-Penn,h1,"Cardiovascular disease hospitalization rate per 10,000",1252,50744,Average annual population,Rate,82.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,h1,"Cardiovascular disease hospitalization rate per 10,000",14040,299236,Average annual population,Rate,156.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Albany,1,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",13065,302018,Average annual population,Rate,144.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",4281,81897,Average annual population,Rate,174.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",3133,62421,Average annual population,Rate,167.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",2834,47018,Average annual population,Rate,200.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",195.6 + : Q4,3,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",1823,38746,Average annual population,Rate,156.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",2660,51141,Average annual population,Rate,173.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",3414,55255,Average annual population,Rate,206,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",195.6 + : Q4,3,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",2754,49041,Average annual population,Rate,187.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",298,4851,Average annual population,Rate,204.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",195.6 + : Q4,3,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",3534,49584,Average annual population,Rate,237.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",195.6 + : Q4,3,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",3351,61926,Average annual population,Rate,180.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",7499,158122,Average annual population,Rate,158.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",9174,220186,Average annual population,Rate,138.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",7811,153985,Average annual population,Rate,169.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",1458,32285,Average annual population,Rate,150.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",3639,65853,Average annual population,Rate,184.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",3261,63045,Average annual population,Rate,172.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,h1,"Cardiovascular disease hospitalization rate per 10,000",73989,1497372,Average annual population,Rate,164.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Dutchess,13,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",13308,296350,Average annual population,Rate,149.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",18749,377072,Average annual population,Rate,165.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",4169,99636,Average annual population,Rate,139.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",12256,309006,Average annual population,Rate,132.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",4286,76758,Average annual population,Rate,186.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",10197,182127,Average annual population,Rate,186.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",47075,953658,Average annual population,Rate,164.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,h1,"Cardiovascular disease hospitalization rate per 10,000",110040,2294607,Average annual population,Rate,159.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Bronx,58,New York City,h1,"Cardiovascular disease hospitalization rate per 10,000",80404,1391466,Average annual population,Rate,192.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(40.85589, -73.868294)"
Kings,59,New York City,h1,"Cardiovascular disease hospitalization rate per 10,000",143156,2534814,Average annual population,Rate,188.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(40.65642, -73.950691)"
New York,60,New York City,h1,"Cardiovascular disease hospitalization rate per 10,000",72708,1605625,Average annual population,Rate,150.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(40.726966, -74.005966)"
Queens,61,New York City,h1,"Cardiovascular disease hospitalization rate per 10,000",116168,2261761,Average annual population,Rate,171.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 173.8 : Q1 & Q2,1,"(40.749338, -73.789673)"
Richmond,62,New York City,h1,"Cardiovascular disease hospitalization rate per 10,000",26405,476976,Average annual population,Rate,184.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",173.8 - < 195.6 : Q3,2,"(40.566763, -74.148102)"
New York City,107,New York City,h1,"Cardiovascular disease hospitalization rate per 10,000",438841,8270641,Average annual population,Rate,176.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Nassau,28,Nassau-Suffolk,h1,"Cardiovascular disease hospitalization rate per 10,000",83958,1347132,Average annual population,Rate,207.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",195.6 + : Q4,3,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,h1,"Cardiovascular disease hospitalization rate per 10,000",92032,1503547,Average annual population,Rate,204,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",195.6 + : Q4,3,"(40.820237, -73.119032)"
Allegany,2,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",2634,48960,Average annual population,Rate,152.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",5410,79946,Average annual population,Rate,182.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",4754,134259,Average annual population,Rate,89.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",51022,915438,Average annual population,Rate,147.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(42.888143, -78.795544)"
Genesee,18,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",3961,59313,Average annual population,Rate,175.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(43.000121, -78.172679)"
Niagara,29,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",15885,215679,Average annual population,Rate,192.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(43.134634, -78.856419)"
Orleans,34,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",3007,42519,Average annual population,Rate,200.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(43.248394, -78.218438)"
Wyoming,56,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",2455,41832,Average annual population,Rate,174.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(42.723641, -78.204473)"
Western New York,101,Western New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",89128,1537947,Average annual population,Rate,153.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Chemung,7,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",4902,88667,Average annual population,Rate,146.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",3160,64445,Average annual population,Rate,144.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",36790,741224,Average annual population,Rate,143.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",5185,107369,Average annual population,Rate,127.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",910,18475,Average annual population,Rate,123.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",1784,34833,Average annual population,Rate,138.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",5539,98192,Average annual population,Rate,150.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",5536,92833,Average annual population,Rate,169.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",1234,25095,Average annual population,Rate,128.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",65040,1271131,Average annual population,Rate,143.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Cayuga,5,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",4795,79763,Average annual population,Rate,159.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(42.940095, -76.560755)"
Cortland,11,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",2655,48898,Average annual population,Rate,167.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(42.597101, -76.143291)"
Herkimer,21,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",4221,63638,Average annual population,Rate,166.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(43.070026, -74.994246)"
Jefferson,22,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",4990,117619,Average annual population,Rate,148.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(44.019295, -75.898971)"
Lewis,23,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",1650,26772,Average annual population,Rate,172.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(43.785537, -75.446296)"
Madison,25,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",3162,72254,Average annual population,Rate,129.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",16459,233403,Average annual population,Rate,181.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",166.4 + : Q4,3,"(43.149482, -75.361773)"
Onondaga,31,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",20876,462913,Average annual population,Rate,128.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 145.7 : Q1 & Q2,1,"(43.065629, -76.168033)"
Oswego,35,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",6295,121905,Average annual population,Rate,164.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,h1a,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",5565,111116,Average annual population,Rate,149.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",145.7 - < 166.4 : Q3,2,"(44.689468, -75.242045)"
